title,label,label_score
Tahun Depan Pemprov DKI Bakal Blokir Rekening hingga Cabut Izin Usaha Penunggak Pajak,non-clickbait,0
Perokok di Daerah Ini Akan Dikeluarkan dari Penerima Bantuan Iuran BPJS Kesehatan,non-clickbait,0
"Perahu Dihantam Ombak, 2 Nelayan di Cilacap Hilang",non-clickbait,0
"Ada Petisi Ganti Nama BIJB dengan BJ Habibie, Ridwan Kamil Beri Dukungan",non-clickbait,0
"Mengenang Chrisye, Penyanyi yang Awalnya Tak Bisa Baca Not Musik",non-clickbait,0
"Masa Libur Berakhir, BTS Langsung Terbang ke Luar Negeri",non-clickbait,0
Ini Tahapan Kompetisi Voli Liga Mahasiswa Jawa Timur,clickbait,1
Seorang Remaja Diperkosa Ayah Angkat Setelah Malamnya Dicabuli Kekasih,non-clickbait,0
Survei Terbaru BPS: Masyarakat Indonesia Makin Anti Korupsi,non-clickbait,0
JJC Pastikan Konstruksi Tol Layang Jakarta-Cikampek Tuntas September,non-clickbait,0
Sebanyak 6.025 Warga Kalbar Tercatat Menderita ISPA,non-clickbait,0
Ormas Trikarya Tuntut Kader Pembangkang Golkar Diberi Sanksi,non-clickbait,0
"Perkenalkan, Ini Gadis, Anggota DPRD Maluku Berusia 24 Tahun",clickbait,1
Kemendag : Daging Impor Wajib Penuhi Persyaratan Halal,non-clickbait,0
1.000 Mobil Mewah di Jakarta Tunggak Pajak,non-clickbait,0
DPRD Usulkan Posisi Wagub DKI Jakarta Diisi Lebih dari 1 Orang,non-clickbait,0
Khofifah dan Ganjar Sepakat Kelola Sungai Bengawan Solo,non-clickbait,0
"Atasi Karhutla, Pemerintah Siapkan Saluran Sekunder",non-clickbait,0
"Viral, Artis Indonesia Bernama Tiga Setia Gara Menangis karena Disiksa Suami di AS",clickbait,1
Perum Perindo Akui Terdampak Tumpahan Minyak di Karawang,non-clickbait,0
"Pascakerusuhan, Okupansi Hotel di Jayapura Berkurang 60 Persen",non-clickbait,0
"Didakwa Kuasai 4 Senpi, Kivlan Zen Gunakan 1 Senjata untuk Pengamanan Dirinya",non-clickbait,0
Simon Cowell Akui Kebanyakan Suntik Botox,non-clickbait,0
Gubernur Kalbar: Penyumbang Kabut Asap Terbesar dari Lahan Konsesi Perusahaan,non-clickbait,0
"Bersama Emil, Triawan Munaf Kemukakan Cara untuk Tekan Pembajakan",non-clickbait,0
Klarifikasi Pemkot Bekasi soal Pengadaan Dadakan Meja Kursi untuk SDN Pekayon Jaya 3,non-clickbait,0
Rapat Paripurna DPR Resmi Tetapkan 5 Pimpinan KPK Terpilih,non-clickbait,0
Komplotan Pencuri di Jakpus Ini Kerap Incar Perempuan yang Kenakan Kalung,non-clickbait,0
"Titik Api Terus Ditemukan di Kaltim, 6 Orang Ditetapkan Tersangka  ",non-clickbait,0
Viral! Penyanyi Tiga Setia Gara Mengaku Alami KDRT di Amerika Serikat,clickbait,1
Ini Capaian UMJ di Liga Mahasiswa 2019,clickbait,1
"Unjuk Rasa soal Pembahasan RUU KUHP, Massa Bawa Spanduk ""Kebebasan dalam Bahaya""",non-clickbait,0
Dybala Gagal ke Real Madrid karena Tak Direstui Zidane,non-clickbait,0
"Gandeng Investor Lokal, Pemkot Malang Rancang Pembangunan LRT",non-clickbait,0
" ""Pencuri Mata"", Sebab Pemuda Kecanduan Game Online Alami Kebutaan",clickbait,1
Empat Jenazah Kecelakaan Purbaleunyi Diidentifikasi Jenis Kelaminnya,non-clickbait,0
"Pasca-Kecelakaan di Tol Cipularang, Kemenhub Ancam Kandangan Dump Truck Nakal",non-clickbait,0
Siti Nur Azizah Siap Berjuang Jadi Calon Wali Kota Tangsel,non-clickbait,0
Jack Ma Resmi Pensiun dari Alibaba Group,non-clickbait,0
Anggota DPRD Jabar Gadai SK untuk Bayar Utang Kampanye hingga Beli Rumah,non-clickbait,0
"Toilet Bau dan Ruangan Tak Ber-AC, Mahasiswa Demo Tuntut Transparansi Keuangan",non-clickbait,0
Kepala BIN: Tokoh Papua yang Bertemu Jokowi Siap Jadi Ujung Tombak NKRI,non-clickbait,0
"Tersangka Kasus Mafia Migas, Eks Dirut Petral Diduga Terima Uang 2,9 Juta Dollar AS",non-clickbait,0
Benarkah Fadli Zon Marah Setelah Di-roasting Komika Kiky Saputri?,clickbait,1
Jaksa Yakin Tak Ada Kekhilafan Hakim dalam Putusan Setya Novanto,non-clickbait,0
"Kemenhub Kumpulkan 200 Operator Dump Truck Sore Ini, Ada Apa?",clickbait,1
"Kecelakaan Kembali Terjadi di Tol Purbaleunyi, Tak Ada Korban Jiwa",non-clickbait,0
"Harga Naik, Berikut Detail Ubahan Calya Facelift",non-clickbait,0
Seri Baru Jadi Ortu: Pahami Cara Mengetahui Minat dan Bakat Si Kecil,clickbait,1
Konstruksi Terowongan Perlu Manajemen Risiko Tinggi,non-clickbait,0
Wapres Kalla Beberkan Mana Poin Revisi UU KPK yang Disetujui dan Tidak,non-clickbait,0
Pengemudi Go-Food Yang Gunakan Sepeda Bantah Motornya Dipakai Anaknya ke Sekolah,non-clickbait,0
"Kendarai Motor sambil Mabuk, Basri dan Temannya Tewas usai Tabrak Tembok",non-clickbait,0
"Aktivitas Padat, Ge Pamungkas Kena Gejala Tifus",non-clickbait,0
Ketua DPRD DKI: Anies Pernah Sampaikan Butuh Wagub Lebih dari Seorang,non-clickbait,0
"Kecewa dengan Senjata yang Dibeli Suruhannya, Kivlan Bilang Cocoknya untuk Tembak Tikus",non-clickbait,0
Yu Hyun-Koo Ingin Pensiun di Semen Padang,non-clickbait,0
Wali Kota di Brasil Ini Larang Penjualan Komik Marvel yang Tampilkan Ciuman 2 Pria Superhero,non-clickbait,0
"Kecelakaan Terjadi di KM 92 Tol Cipularang, Penyebabnya Rem Blong",non-clickbait,0
KCN Dukung Usaha Presiden Jokowi untuk Dorong Investasi,non-clickbait,0
Lippo Karawaci Tunjuk Direktur Operasional Baru,non-clickbait,0
"Fasilitas Minyak di Arab Saudi Diserang, Konsumen AS yang Paling Terpukul",non-clickbait,0
Bupati Sumedang Dorong Pembangunan 4 SD Terdampak Proyek Tol Cisumdawu,non-clickbait,0
Asus Rilis Duo Laptop VivoBook dengan Bingkai Layar Tipis,non-clickbait,0
Empat Korban Tewas Terbakar di Kecelakaan Tol Purbaleunyi Diduga Berasal dari 3 Mobil,non-clickbait,0
"Tiga Setia Gara Mengaku Jadi Korban KDRT, KJRI Chicago Beri Atensi",non-clickbait,0
"Peneliti LIPI: Bukan Revisi, UU KPK Dibongkar Habis-habisan!",non-clickbait,0
"Airlangga dan Bambang Soesatyo Bertemu, Pastikan Bersaing di Munas",non-clickbait,0
"Digagalkan,  Pengiriman Paket Ganja 50 Kg Jaringan Sumatera-Jawa",non-clickbait,0
Saksi Sebut Jefri Nichol Diberi Ganja oleh Temannya,non-clickbait,0
"Kivlan Zen Perintahkan Pembelian Senjata, Harus Dibeli Sebelum Pemilu",non-clickbait,0
Jokowi Minta Pengusaha Tak Tergantung pada APBN,non-clickbait,0
"Ancam dengan Nilai, Pengajar Pesantren Cabuli 3 Muridnya",non-clickbait,0
Fenomena Ikan Mati di Ambon Meluas hingga ke 3 Kecamatan,non-clickbait,0
"Man City Tertinggal 5 Poin dari Liverpool, De Bruyne Tidak Khawatir",non-clickbait,0
"Menyoal Nasib KPK, Kritik dari UGM hingga Sorotan Abraham Samad",non-clickbait,0
"Bayi Meninggal Diduga Terkena ISPA, Gubernur Sumsel Sarankan Autopsi",non-clickbait,0
Cara Mengolah Sayuran yang Benar agar Nutrisinya Tidak Hilang,clickbait,1
Daihatsu Sigra Manual Kuasai Pasar,non-clickbait,0
"Kambinghitamkan Warga Lokal, Pemerintah Tunjukkan Kegagalan Tangani Karhutla",non-clickbait,0
Daihatsu Sigra Facelift Ada yang Tidak Naik Harga,non-clickbait,0
Titik Api Kembali Muncul di Hutan Lereng Gunung Slamet,non-clickbait,0
Ini 6 Tips agar Masyarakat Aman Pakai Gas Elpiji,clickbait,1
Aksi Tolak Tambang Emas di Takengon Diwarnai Aksi Saling Dorong dengan Polisi,non-clickbait,0
"Beasiswa S2 di Inggris ""Vice-Chancellor's International"" Buka 200 Kuota Peserta",non-clickbait,0
Polisi Tangkap 3 Produsen Mi Berformalin yang Omzetnya hingga Rp 100 Juta Per Bulan,non-clickbait,0
Polisi Tangkap 7 Pak Ogah yang Lakukan Pungli di Pintu Tol Cengkareng,non-clickbait,0
Ini Kronologi Nenek Iyah Dibunuh dan Mayatnya Dibakar karena Utang Rp 15 Ribu,clickbait,1
Penyandang Disabilitas Kritik Sejumlah Fasilitas yang Ada di Stasiun Tanjung Priok,non-clickbait,0
Melanie Subono: Bayangin kalau Itu Makam Keluarga Kamu Terinjak demi Foto,non-clickbait,0
"Rapat Paripurna DPR, Interupsi Anggota Dewan Minta Firli dkk Tak Berhenti di Tengah Jalan",non-clickbait,0
"Calya Sigra Facelift Meluncur, Sudah Ada Diskonnya",non-clickbait,0
Petinggi Rohde and Schwarz Mengaku Sering Didesak Fayakhun soal Fee,non-clickbait,0
"2,2 Juta Kendaraan di Jakarta Tunggak Pajak, Nilainya Rp 2,4 Triliun",non-clickbait,0
"Jika AS Ingin Gelar Perundingan Pelucutan Senjata Nuklir, Ini yang Diminta Korea Utara",clickbait,1
Eks Pimpinan KPK Siap Dimintai Pendapat oleh Presiden soal Revisi UU KPK,non-clickbait,0
"Pretty Boys, Film yang Lahir dari Kegelisahan Dunia Televisi",non-clickbait,0
Makanan Bali yang Paling Buat Penasaran Turis Asing ,clickbait,1
"Bus Persib Diserang, Satu Pemain Asing Terluka dan Dapat 9 Jahitan",non-clickbait,0
"""Urusan Ranjang Bukan Urusan Negara...""",clickbait,1
Komponen Honda Genio Tidak Bisa Kanibal dengan BeAT,non-clickbait,0
Per Belakang Calya dan Sigra Sudah Tidak Amblas Sejak 2018,non-clickbait,0
"Dalami Peran Individu di PT SSS Terkait Kasus Karhutla, Polisi Periksa 42 Saksi ",non-clickbait,0
Kronologi Kecelakaan Tunggal di Tol Jagorawi yang Tewaskan 3 Orang ,clickbait,1
"Jelang MotoGP San Marino 2019, Marquez Sebut Rossi Bukan Pesaing Juara",non-clickbait,0
"Anggota DPRD Bandung Ditahan di Padang, Terkait Kasus Korupsi Alkes RSUD",non-clickbait,0
Terminal 2 Bandara Soekarno Hatta Berubah Jadi Terminal 2 Traveloka,non-clickbait,0
Warga Tiga Desa Dikerahkan Atasi Kebakaran Lahan di Kebun Raya Sriwijaya ,non-clickbait,0
Anggun C Sasmi Sedih Peziarah Berdesakan Selfie di Makam BJ Habibie,non-clickbait,0
"Badak Lampung FC Vs PSM Makassar, Juku Eja Targetkan Kemenangan",non-clickbait,0
"Kabut Asap di Riau, Ini Tips Pencegahan dan Penanganan Kesehatannya",clickbait,1
"Selain Spongebob SquarePants, Ini 4 Animasi yang Pernah Ditegur KPI",clickbait,1
"Terpapar Asap Karhutla, Kondisi Udara di Palembang Masuk ke Level Berbahaya",non-clickbait,0
"Rilis 2020, Game Dragon Ball Z: Kakarot Sudah Bisa Dicoba di TGS 2019 ",non-clickbait,0
Menpar Yakin Sail Nias 2019 Jadi Momentum Peningkatan Pariwisata Nias,non-clickbait,0
"Hingga Minggu, Polda Riau Sudah Tetapkan 47 Tersangka Kasus Karhutla",non-clickbait,0
Daihatsu Terios Sedang Laris Manis,non-clickbait,0
"Ansu Fati, Pencetak Rekor Termuda Barcelona ",non-clickbait,0
Ancaman ke Industri Keuangan di Indonesia Makin Besar,non-clickbait,0
"3 Tewas Akibat Suzuki APV Terguling di Tol Jagorawi, Ini Penyebabnya",clickbait,1
Pembelaan Rossi Soal Insiden di Kualifikasi MotoGP San Marino 2019,non-clickbait,0
"Xanana ke Makam Habibie, Ajak Mahasiswa Timor Leste ",non-clickbait,0
Alasan Veronica Koman Baru Buka Suara...,clickbait,1
"Pendiri Kaskus Andrew Darwis Dilaporkan ke Polisi, Begini Kronologi Kasus Versi Pelapor",clickbait,1
Hailey Baldwin Curhat soal Setahun Pernikahannya dengan Justin Bieber,non-clickbait,0
Dapatkan Beasiswa Pendidikan Rp 200 Juta bagi Siswa SMA Jabodetabek!,clickbait,1
Rumah Tinggal Terbakar akibat Regulator Tabung Gas Bocor,non-clickbait,0
Kejutan Para Pendekar untuk Tashoora di Balkonjazz Festival 2019,non-clickbait,0
"Kembangkan PT DI, BJ Habibie Hasilkan Banyak Insinyur Spesialis",non-clickbait,0
Toyota Indonesia Luluskan Siswa Siap Pakai,non-clickbait,0
Ini 4 Tim yang Lolos dari EURO Futsal Championship 2019 Palembang,clickbait,1
"Bakal Seru, Kompas.com Gelar Acara Jejak Pendaki Semeru",clickbait,1
"Kecelakaan Tol Jagorawi Penumpang Sampai Terlempar dari Kabin Mobil, Ini Pentingnya Sabuk Pengaman",clickbait,1
RD Minta Suporter Tira Persikabo Lebih Bisa Jaga Sikap,non-clickbait,0
Peserta BPJS Kesehatan Diperkirakan Banyak yang Pindah ke Kelas Lebih Rendah,non-clickbait,0
Pengendara Keluhkan Trotoar Kalimalang yang Berada di Tengah Jalan,non-clickbait,0
Ban Pecah Diduga Penyebab Kecelakaan Maut di Tol Jagorawi,non-clickbait,0
Begini Kronologi Pelemparan Bus Persib Bandung ,clickbait,1
"Paket Family Sering Disalahgunakan, Spotify Pun Minta Data Lokasi",non-clickbait,0
"Jadwal MotoGP San Marino, Menanti Kelanjutan Marquez Vs Rossi ",non-clickbait,0
"Dapat Kiriman Kabut Asap dari Penjuru Kalimantan, Langit Samarinda Mulai Pekat ",non-clickbait,0
"Halmahera Selatan Diguncang Gempa, Ini Bedanya dengan Guncangan Juli",clickbait,1
Kemenangan Pertama Spider-Man Usai Angkat Kaki dari Marvel,non-clickbait,0
"Pakai Masker, Warga Bentangkan Spanduk ""Riau Dibakar Bukan Terbakar"" di CFD",non-clickbait,0
"Pujian Para Pesohor untuk Claudia, Peserta The Voice Jerman Asal Cirebon",non-clickbait,0
Trik Ringan Jaga Kecerahaan Warna Cat Mobil,clickbait,1
Panglima TNI: Karhutla Tanggung Jawab Bersama,non-clickbait,0
Jadwal MotoGP Bisa Gelar Hingga 22 Seri Balapan ,non-clickbait,0
"Pria yang Ancam Penggal Jokowi Diserahkan ke Kejaksaan, Kasusnya Segera Disidangkan",non-clickbait,0
Para Pebalap Supermoto Siap Bersaing di Seri Ketiga,non-clickbait,0
"Google Didenda Rp 7,7 Triliun di Perancis karena Menghindari Pajak",non-clickbait,0
"Mau Sukses Bisnis Buzzer Media Sosial, Lakukan Cara ini!",clickbait,1
"Persipura Vs Persela, Laskar Joko Tingkir Tanpa Sang Top Skor ",non-clickbait,0
Xanana Sampaikan Dua Surat kepada Keluarga Habibie ,non-clickbait,0
Pengemudi Ekskavator Tewas Setelah Terperosok ke Kolam Tambang Timah,non-clickbait,0
Apa Jadinya jika Hiu di Bumi Menghilang?,clickbait,1
"Kemendikbud Siapkan Dana Rp 4,35 Triliun untuk BOS Afirmasi dan Kinerja",non-clickbait,0
Fakta HR Putra Sulung Elvy Sukaesih yang Mengamuk di Warung,non-clickbait,0
"Iron Man Dikabarkan Bakal ""Hidup"" Kembali dalam Film Black Widow",non-clickbait,0
Beto Goncalves: Gol Penalti Buat Pemain Drop,non-clickbait,0
"Sempat Lolos dari Tembakan Polisi, Spesialis Pencuri Ternak Akhirnya Ditangkap",non-clickbait,0
"Daftar Harga Mobil Bekas Rp 100 Jutaan, Ada Avanza dan Xenia Juga",clickbait,1
"Saat ""Baut, Botol, hingga Roti"" Adu Cepat di Jakarta Kizuna Ekiden 2019",non-clickbait,0
Tips Menjaga Kesehatan Kulit ala Catherine Wilson,clickbait,1
Inikah Akhir KPK? (1): Cerita Pemberantasan Korupsi di Era Soekarno hingga Soeharto,clickbait,1
"Gara-gara Umpatan Kasar, Tayangan Promo Film Gundala Disanksi KPI",non-clickbait,0
Stiker Khusus Disabilitas untuk Ganjil Genap Jangan Sampai Disalahgunakan,non-clickbait,0
"DKI Siapkan Jalur Sepeda, Anies Targetkan Rampung Akhir 2019",non-clickbait,0
Tim Penjinak Bom Periksa Lokasi Ledakan Gudang Bahan Peledak,non-clickbait,0
"Inikah Akhir KPK? (2): Semangat Reformasi di Era Habibie, Akankah Mati di Era Jokowi?",clickbait,1
KPI Beri Sanksi Tayangan Animasi SpongeBob SquarePants,non-clickbait,0
"Ditahan Imbang Tira-Persikabo, Robert Alberts Ungkap Kelemahan Persib",clickbait,1
Bunga Langka Rafflesia Patma Koleksi Kebun Raya Bogor Kembali Mekar,non-clickbait,0
"44 Rumah Warga Rusak akibat Ledakan, Polda Jateng Tanggung Jawab",non-clickbait,0
Mola TV Pegang Hak Siar Euro 2020 dan Kualifikasi Piala Asia U-16,non-clickbait,0
Barito Putera Capai Target di Kandang Madura United,non-clickbait,0
"PSG Vs Strasbourg, Jadi Starter, Neymar Langsung Buktikan Diri ",non-clickbait,0
"""Kulonuwun"" di Salatiga, 1.700 Mahasiswa Gelar Karnaval dengan Kostum Saras 008 hingga Gundala",non-clickbait,0
"Kemarau di Riau Berlangsung hingga Oktober 2019, Kabut Asap Masih Pekat",non-clickbait,0
Ingin Jadi Digital Marketing Sukses? Pastikan Punya Sifat ini,clickbait,1
Jangan Ngaku Anak UI Kalau Tak Kenal Kantin Balsem yang Legendaris,clickbait,1
Komentar Marquez dan Rossi soal Insiden Sesi Kualifikasi GP San Marino,clickbait,1
"Warung Legendaris Sasari UI, Sudah Enak Murah Pula, Kelezatan yang Menantang Sejak Orde Baru",non-clickbait,0
Berapa Modal yang Dibutuhkan untuk Memulai Bisnis Franchise?,clickbait,1
Rembetan Api Karhutla Hanguskan Bangunan Sekolah di Kayong Utara,non-clickbait,0
"KPI Beri Sanksi SpongeBob SquarePants, Ini Penyebabnya",clickbait,1
Adik Sebut HR Ambil Pedang dari Rumah Elvy Sukaesih di Condet,non-clickbait,0
"Gempa Bumi M 6,2 Guncang Halmahera Selatan, Tak Berpotensi Tsunami",non-clickbait,0
"Gagal Kalahkan Persib, RD Apresiasi Kinerja Pemain Tira-Persikabo",non-clickbait,0
"Norwich Vs Man City, Kekalahan Pertama The Citizens",non-clickbait,0
Daftar Harga Mobil dan Motor Bekas | Mobil Listrik VW,clickbait,1
"Napoli Vs Sampdoria, Dries Mertens Samai Rekor Pribadi di San Paolo",non-clickbait,0
"Jadwal Liga 1 2019 Hari Ini, Ada Persija Vs PSIS",non-clickbait,0
"Inter Vs Udinese, Menang Tipis, Nerazzurri Pimpin Klasemen Liga Italia",non-clickbait,0
Kebakaran Pasar Modern Bintaro Diduga akibat Korsleting Listrik,non-clickbait,0
"Hasil Bundesliga, RB Leipzig Vs Bayern Muenchen Imbang",non-clickbait,0
"Real Sociedad Vs Atletico Madrid, Meski Kalah, Atleti Tetap Pimpin Klasemen Liga Spanyol",non-clickbait,0
"Jadwal dan Link Live Streaming Liga Inggris, Watford vs Arsenal",non-clickbait,0
Botol Air Minum Terpapar Matahari Berdampak Buruk bagi Kesehatan,non-clickbait,0
Rossi dan Marquez Bersitegang Lagi di GP San Marino,non-clickbait,0
"Mengunjungi Danau Asmara, Permata Keindahan di Ujung Timur Flores",non-clickbait,0
Bedanya Makanan Bali di Restoran dan di Rumah Orang Bali Asli,non-clickbait,0
Bukan Kali Pertama Spongebob Squarepants Ditegur KPI...,non-clickbait,0
"Barcelona Vs Valencia, Gol Pemain 16 Tahun Warnai Kemenangan Barca",non-clickbait,0
Asap di Riau Juga Berasal dari Sumatera Selatan dan Jambi,non-clickbait,0
Pordasi DKI Jakarta Resmikan Kepengurusan Periode 2019-2023,non-clickbait,0
"Kisaran Harga Motor Bebek Bekas, Masih Ada yang Rp 4 Juta",non-clickbait,0
Peran NU Rekatkan Persatuan dan Pembangunan Nasional dalam Kajian Akademisi Universitas Brawijaya,non-clickbait,0
Ibu Pembunuh 2 Balita Kembar Ditetapkan sebagai Tersangka,non-clickbait,0
Anies Berharap Ajang Lari Jakarta Kizuna Ekiden Pererat Hubungan RI-Jepang ,non-clickbait,0
"Klasemen Liga Inggris, Liverpool Sempurna, Man City Tertinggal 5 Poin",non-clickbait,0
"Sulit Biaya Selesaikan Kuliah? CIMB Tawarkan Beasiswa ""Kejar Mimpi"" ",non-clickbait,0
"Ernest Prakasa: Mumet Bahas KPK Melulu, Kita Bantu Korban Kabut Asap Yuk",non-clickbait,0
"Minggu Pagi, Kualitas Udara Jakarta Posisi 3 Terburuk di Dunia",non-clickbait,0
Tips agar Keuangan Tak Tergerus Inflasi,clickbait,1
"7 Penerbangan di Banjarmasin Delay Akibat Kabut Asap, Jarak Pandang 200 Meter",non-clickbait,0
"Insiden Kualifikasi MotoGP San Marino 2019, Marquez Salahkan Rossi",non-clickbait,0
"Kecelakaan di Tol Jagorawi, 3 Orang Tewas ",non-clickbait,0
Pagi Ini Jarak Pandang di Riau Hanya 1 Kilometer,non-clickbait,0
"Fakta Lengkap Ledakan di Mako Brimob Jateng, Satu Anggota Terluka hingga Warga Takut Pulang",clickbait,1
Komentar Veronica Tentang Rekening | Video Ledakan di Mako Brimob,non-clickbait,0
"Kisaran Harga Motor Trail Bekas, Mulai Rp 15 Juta",non-clickbait,0
"Daftar Top Skor Liga Inggris, Tammy Abraham Samai Aguero",clickbait,1
"Viral Penipuan Ojek Online Berkedok Istri Sakit, Cukup Dengarkan Saja",clickbait,1
"Jadwal Final Vietnam Open 2019, Della/Rizki Satu-satunya Harapan",non-clickbait,0
"Jalan-jalan ala BTS, Ini 5 Pasar Unik dan Serba Murah di Seoul",clickbait,1
NOAH x Yovie & His Friends Janjikan Suguhan Spesial nan Meriah di Project X,non-clickbait,0
BMKG: Jabodetabek Tidak Diguyur Hujan Hari Ini,non-clickbait,0
Ketika Para Pemilik Gold Wing Belajar Kendalikan Moge,non-clickbait,0
Pangdam II Sriwijaya Keluhkan Minimnya Dukungan Kepala Daerah soal Karhutla,non-clickbait,0
Kementan Terus Kembangkan Pertanian Berbasis Mekanisasi,non-clickbait,0
"8 Manfaat Tidur Siang, Meningkatkan Memori dan Baik untuk Jantung",clickbait,1
"Fakta Baru Kasus Veronica Koman, Polisi Temukan 6 Rekening hingga Bantah Tuduhan",non-clickbait,0
"Syuting Mortal Kombat Dimulai Pekan Depan, Joe Taslim Bersiap Jadi Sub-Zero",non-clickbait,0
"Pilihan Mobil Seken Rp 150 Jutaan, Bisa Dapat Fortuner",non-clickbait,0
Investor Lokal Minati Dua Ruas Tol Waskita,non-clickbait,0
Pencari Suaka Kembali Tempati Trotoar Kawasan Kebon Sirih ,non-clickbait,0
Cerita Pengalaman Jadi Player Escort di Laga Tira-Persikabo Vs Persib...,clickbait,1
Anggota DPRD Bandung yang Ditahan di Padang dari Partai Demokrat,non-clickbait,0
Kabut Asap di Riau Berimbas Pembatalan Kamar Hotel,non-clickbait,0
"Kecelakaan di Jagorawi, Ingat Lagi Bahaya Pecah Ban",non-clickbait,0
Konsumsi Susu Murni Mentah Berisiko bagi Kesehatan,non-clickbait,0
"Mahfud MD: Secara Hukum, KPK Tak Bisa Serahkan Mandat ke Presiden",non-clickbait,0
"MotoGP San Marino, Valentino Rossi Merasa Tertantang",non-clickbait,0
"Ke Makam Habibie, Xanana: Saya Mewakili Rakyat Timor Leste",non-clickbait,0
Anies Perintahkan Wali Kota Jaktim Perbaiki Trotoar Kalimalang yang Berada di Tengah Jalan,non-clickbait,0
"Hasil Sidang Komdis PSSI, Klub Liga 2 Mendominasi Daftar Pelanggaran",non-clickbait,0
Mahfud MD: Sekarang Waktunya Presiden Ajak Bicara Pimpinan KPK ,non-clickbait,0
"Dian Sastro: Jadi Anak Tarki Enggak Gampang, Mental Harus Kuat",non-clickbait,0
"Masuk Penjara, Pencuri Motor Batal Nikah karena Ditinggal Tunangan, Undangan Sudah Disebar",non-clickbait,0
Ini Kata Saut Situmorang soal Masa Depan KPK Pasca 3 Pimpinan Serahkan Mandat ke Presiden,clickbait,1
"Kabut Asap Riau, Daftar Penerbangan Lion Air yang Ditunda dan Dibatalkan",clickbait,1
Kalla Sebut Jokowi Segera Kirim Surpres Bahas Revisi UU KPK ke DPR,non-clickbait,0
Semen Padang Seleksi Bek Asal Brasil Mauricio Leal,non-clickbait,0
"Kasus Tewasnya Zaenal, BKBH Unram Duga Ada Kesalahan SOP Kepolisian",non-clickbait,0
Kebijakan Cukai Rokok Berdampak ke Jutaan Orang dan Penerimaan Negara,non-clickbait,0
Kesaksian Guru SMK yang 6 Tahun Pakai Mobil Pikap Esemka Bima,non-clickbait,0
"Indonesia Vs Thailand, Tiga Pemain Pilar Gajah Perang Diprediksi Absen",non-clickbait,0
"Selesaikan Renstra 2024, Kementerian PUPR Butuh Rp 1.815 Triliun",non-clickbait,0
"Kata Pengamat soal ""Keanehan"" Trotoar Kalimalang yang Berada di Tengah Jalan",clickbait,1
"Soal Reklamasi Benoa, Menteri BUMN Sebut Sudah Dibicarakan dengan Gubernur Bali",non-clickbait,0
Slank dan Ungu Mewakili Indonesia di Massive Worldwide Festival 2019,non-clickbait,0
"Pelabuhan Marunda Tersandung Persoalan Hukum, Awan Gelap Kepastian Usaha di Tanah Air",non-clickbait,0
Kivlan Zen Akan Ajukan Nota Keberatan untuk Tolak Dakwaan Jaksa,non-clickbait,0
"Kiky Saputri Roasting Fadli Zon, Saat Kritik Politik Dikemas Menggelitik",non-clickbait,0
"Cerita Komika Kiky Saputri, Siapkan Materi Roasting Fadli Zon Dalam Waktu Singkat",clickbait,1
Kepunahan Dinosaurus Dipicu Asteroid Berkekuatan 10 Miliar Bom Atom,non-clickbait,0
"Laporan Dicabut, Pengendara Motor yang Hampir Serempet Anak di Trotoar Tetap Diproses",non-clickbait,0
Dua Cara Malaysia Hadapi Uni Emirat Arab,clickbait,1
"Terpapar Kabut Asap Karhutla, Jam Belajar SMA di Sumsel Dimundurkan",non-clickbait,0
Korea Utara Diyakini Kembangkan Rudal Berteknologi Canggih,non-clickbait,0
"Esemka Jadi Mobil Dinas, Ini Harapan Sekda Jateng",clickbait,1
111 Buruh di Sukabumi Diduga Keracunan Makanan,non-clickbait,0
Pengadilan Agama Dompu Terapkan Layanan Berbasis Aplikasi,non-clickbait,0
"Chevrolet Captiva Terbaru Meluncur di Thailand, Bagaimana Indonesia?",clickbait,1
"Jenguk BJ Habibie, Kepala BPPT: Pak Habibie Semangat untuk Pulih",non-clickbait,0
"Sebelum Membuang, RF Sempat Coba Kubur Bayinya di Rumah Kosong di Cisauk",non-clickbait,0
Mabes Polri Kembangkan Sistem Informasi untuk Pastikan Jumlah Korban Sebuah Bencana,non-clickbait,0
"Kalah Jauh dari Papua, Gubernur Maluku Minta APBD Ditambah",non-clickbait,0
"Loyal dengan Juventus, Douglas Costa Bantah Rumor soal Man United",non-clickbait,0
Strategi Makan Enak dengan Budget Terbatas,clickbait,1
"Layangkan Surat Keberatan, Ini 4 Poin Tuntutan Persib ke PT LIB",clickbait,1
Korban Penyebaran Foto Bugil oleh Anggota DPRD Ingin Temui Pengurus PKB,non-clickbait,0
"Per Senin, Polisi Tetapkan 189 Tersangka Karhutla di Sumatera dan Kalimantan",non-clickbait,0
4 Prioritas Sebelum Mendesain Ruang Kerja di Rumah,clickbait,1
"Pilkada Serentak 19 Daerah di Jatim, 129 Calon Daftar ke PDI-P",non-clickbait,0
Gojek Bersama Digitaraya Luncurkan Program Akselerasi Start Up 'Gojek Xcelerate',non-clickbait,0
Kemenhub Minta Pengusaha Normalisasi Dump Truck Kelebihan Dimensi,non-clickbait,0
"Wilayah Jakbar Tertinggi Pelanggar Ganjil Genap Hari Pertama, Ini Alasannya...",clickbait,1
"Indonesian Idol Kembali Digelar, 5 Musisi Ini Menjadi Jurinya...",clickbait,1
