id,text,label
1891,"Jelaskan Sifat-sifat Kubus, Jawaban Soal SD Kelas 1-3 TVRI Selasa 9 Juni 2020",1
514,"Dugaan Pencemaran Nama Baik Anggota DPR RI, Giliran Bupati Agam Diperiksa Polisi",0
2066,Tidak Lagi Kewalahan Selesaikan Pekerjaan Kantor dengan Skala Prioritas,0
1426,Baekhyun EXO Bakal Sapa Penggemar Lewat Fanmeeting Online 'CanDelight Shop',0
3073,"Mau ke Mal Grand Indonesia, Ini Protokol Kesehatan Cegah Covid-19",1
2932,"Ucapkan Hari Ayah kepada Icardi, Wanda Nara Upload Foto dengan Pakaian Renang",1
3059,"BMKG: Gempa Pacitan Magnitudo 5,1 Akibat Aktivitas Subduksi",0
2078,"Perceraian Orangtua Membuat Emosi Kacau, Perubahan Terjadi setelah Aku Menikah",0
1685,Tantangan Guru Mengajar Kelas Inklusi Selama Belajar Jarak Jauh,1
2146,Hal-Hal Romantis yang Dilakukan Uus Tiap Kali Selesai Berhubungan Badan dengan Sang Istri,1
2292,"Juventus Vs AC Milan, Leonardo Bonucci Bela Cristiano Ronaldo",0
768,"Suruh Jokowi Mundur, Bareskrim Korek Peran Pecatan TNI Ruslan Buton",0
2560,Mahasiswi menyelesaikan soal matematika berumur setengah abad hanya dalam waktu kurang dari satu minggu,1
1710,"Total Pasien Positif 32.033, 15 Provinsi Nol Kasus Baru Covid-19",0
2226,Latihan Mandiri Persib Mulai Fokus Asah Kontrol Bola,0
1502,"Kabar Baik, 867 Pasien Corona COVID-19 di Surabaya Dinyatakan Sembuh",0
2898,Cerita di Balik Benda Mirip Kapal Karam Terdeteksi Google Maps di Sukabumi dan Viral,1
2436,Cara Menghitung Skema Perlindungan Lonjakan Tagihan Listrik PLN,0
1860,"Kematian George Floyd Bikin Kepolisian AS Terancam Bubar, Donald Trump Langsung Menolak",0
401,"Semua Takut jadi Sopir Ambulans COVID-19, Anggota TNI AL Sigap, Luar Biasa",1
2946,Melihat Masjid Babah Alun yang Unik dan Berseni di Kolong Tol Jakarta,1
2941,"Segarnya Es Selendang Mayang Kuliner Legendaris Betawi, Bikin di Rumah Yuk!",1
2303,Cerita Akhir Pekan: Saat Orangtua Jenuh Jadi Guru Selama Anak Belajar dari Rumah,0
1236,6 Cara Sederhana untuk Membuat Kantor Menjadi Lebih Ramah Lingkungan Cara mudah menjadi lebih ramah lingkungan di kantor.,1
1562,Ivan Gunawan Gunting Semua Kartu Kredit Miliknya,1
1535,"Perkuat Tugas Achmad Yurianto, Reisa Broto Asmoro Wajah Baru Jubir Covid-19",0
1727,Putusan Banding Manchester City Akan Keluar Bulan Depan,0
2274,Black Lives Matter Jadi Nama Punggung Pemain di Liga Inggris,0
1328,"10 Potret Younghoon The Boyz, Siap Main Drama Love Revolution",1
1970,Kelompok Ekstrem Sayap Kanan di Australia Sebarkan Isu Anti-China,0
1819,"WHO: Pandemi Covid-19 'memburuk', bukan saatnya bersantai",0
692,Pasien Positif Covid di Tasikmalaya Tinggal 8 Orang,0
2437,Rekaman 8 Menit 46 Detik Drama Kematian George Floyd,0
130,AirAsia Indonesia PHK dan Rumahkan 882 Karyawan Gara-gara Corona,0
1651,Infografis Orang Tua Khawatir Jika Sekolah Dibuka Kembali,0
655,Giggs Ingin Timnas Wales Contoh Gaya Main Liverpool,0
444,"Bahagia, Elina Joerg dapat THR Berupa Mobil Alphard dari Gusti Ega Sang Kekasih",0
1349,7 Cara Efektif Agar Makin Berenergi Setelah Bangun Tidur,1
1117,'Harry Potter' Buka Suara Soal Kontroversi Kicauan JK Rowling,1
1297,"5 Face Wash untuk Menyamarkan Noda Hitam, Mulai dari Rp14 Ribuan Lho!",1
1660,Belajar dari Rumah Bagi Sebagian Orang tidak Mudah,0
2891,"Rekam Jejak John Kei, Baru Bebas Bersyarat dalam Kasus Pembunuhan, Kini Ditangkap Lagi...",1
1519,"Disebut Mirip Justin Bieber, Ini 6 Foto Masa Kecil Dikta Yovie & Nuno",1
1945,Melihat Aturan New Normal di Bandara Soetta,1
2473,"Kata Raul Lemos, Aurel dan Azriel Pernah Membuatnya Menangis",0
858,Ramadhan Festival Di Rumah Bersama  ALL - Accor Live Limitless,0
2841,"Rilis Single Duet 'Berserah', Cerita Ammar Zoni dan Irish Bella Bisa Bangkit dari Keterpurukan",0
1917,Lapindo Tawarkan Aset untuk Bayar Dana Talangan Pemerintah,0
2926,"Aston Villa vs Chelsea, Lampard Girang The Blues Rebut Poin Penuh",0
1196,Cara Membuat Nugget Sayur Bayam Sehat Ingin makan sehat agar bisa memenuhi gizi keluarga? Coba resep nugget sayur bayam ini yuk!,1
608,"Dibeli Mahal, Barcelona Siap Lepas 3 Pemain Ini",1
348,"10 Momen Manis Perayaan Ulang Tahun ke-2 Abe, Anak Giring Ganesha",1
3213,"Promo Sedan Klasik Mercy, Harga Nego Murah Nih!",1
2054,Setelah Putus 4 Zodiak Ini Pura-Pura Tidak Pernah Kenal Mantannya,1
2998,Hotel-Hotel Mewah di New Delhi akan Dipakai Pasien Covid-19,0
612,Jokowi Ingatkan Kasus Stunting dan DBD Tak Kalah Penting Meski Fokus Corona,0
1579,"Sebelum Meninggal, Benny Likumahuwa Rutin Cuci Darah",0
572,FOTO: Petugas Gabungan Gencarkan Pemeriksaan SIKM Jakarta,0
2971,Toyota dan Yanmar Hadirkan Konsep Perahu Ramah Lingkungan,0
743,"Kangen Sepak Bola Indonesia, Luis Milla Unggah Video Momen Asian Games 2018",0
703,Via Vallen: Seperti Lihat Setan kalau Keluargaku Lewat,1
182,"Punya Rumah Mewah, Satu Cita-cita Prilly Latuconsina Terwujud",1
242,Cara Membuat Tempoyak Udang Petai yang Sedap,0
3029,Negara-Negara Yang Menerima Pengungsi Terbanyak,1
2129,Selalu Cemas dengan Dunia Kerja? Ini 5 Langkah Mengatasi Work Anxiety,1
653,"Episode 13 The King: Eternal Monarch Batal Tayang, Fans Kecewa",0
148,"Sebaran Pasien Virus Corona di Indonesia, 6.492 Sembuh, 1.520 Meninggal",0
708,Direktur: Tim Utama Barcelona Seharusnya dari La Masia,0
3066,"Hari Ayah, BCL Unggah Foto Ashraf Sinclair dan Noah",1
23,"VIDEO: Minneapolis Membara, Tuntut Keadilan George Floyd",1
2717,"LiNa JobStreet, Siapa Sih Dia?",1
2420,Evakuasi ABK Kapal Tanker MV Loch Long,0
1644,Bruno Fernandes Pamer Kemampuan Tendangan Bebas,0
2870,"Pemotretan Tiara Idol Kayak Boneka Sampai Diri Sendiri Pangling, Nggak Diedit Aja Cantik Banget",1
3137,Alasan Daihatsu Taft Reborn Tak Dipasarkan di Indonesia,1
3235,"Kemarin Malam Mencekam, Begini Suasana Terkini Tytyan Indah Bekasi Lokasi Penangkapan John Kei",1
3064,"Real Sociedad Vs Real Madrid 1-2, Zidane Lelah Bicara Soal Wasit",0
2539,Jalur Tebing Berbahaya Caminito del Rey Kembali Bisa Dinikmati,0
2202,"Gagal Penalti Vs AC Milan, Cristiano Ronaldo Dapat Nilai 5 dari Del Piero dan Dicap Flop",0
3026,Cara Menghitung Skema Perlindungan Lonjakan Tagihan Listrik PLN,1
1427,"10 Foto Terbaru Fitri Ayu Pemeran 'Desi' di Sinetron Inayah, Kini Jadi Hot Mom Cantik yang Bahagia",1
1723,"Seri Terbaru Redmi Note 9 dan Redmi Note 9 Pro, Harganya?",1
712,"Ditanya Soal Jadi Ayah Raffi Ahmad, Ini Jawaban Sule",1
645,Empat Arahan Jokowi Terkait Evaluasi Proyek Strategis Nasional,1
3162,Kisah seorang pengungsi: 'Saya tidur di jalanan London ketika hamil tujuh bulan',0
1747,[Fakta atau Hoaks] Benarkah Vodka Bisa Kurangi Risiko Terinfeksi Virus Corona Covid-19?,1
1592,"Selain Cegah Kanker, Ini 3 Manfaat Lain Makan Buncis",1
1642,Lewis Hamilton Desak Negara di Dunia Hapus Simbol Rasisme,0
615,"Mengacu WHO, Bappenas Buat Kriteria Masuk Era New Normal",0
670,"Tetap Berlanjut, Proyek Kereta Cepat Diintegrasikan Jadi Bandung-Surabaya",0
2884,Australia Berencana Tutup Pariwisata Internasional hingga 2021,0
2393,Din Syamsuddin: RUU HIP Hanya Turunkan Derajat Pancasila,0
3076,Hun Sen Minta Oposisi Menunggu Satu Abad untuk Memimpin Kamboja,0
900,Nadin Amizah Rayakan Ulang Tahun dengan Merilis Album Perdana,0
2049,[Quiz] Buah Favorit yang Gambarkan Kepribadianmu,1
985,"Petisi Tunda Masuk Sekolah, Apakah Sekolah Mulai Masuk Juli 2020?",1
2279,Polisi Tangkap Lagi 3 Penyalur ABK WNI yang Kabur di Selat Malaka,0
1645,"Juni 2020, Milan Bisa Pulangkan Silva, Lepas Bonaventura",0
1412,"Laudya Cynthia Bella Jual Rumah Lamanya, Pernah Ditinggali Selama 9 Tahun",0
206,"Biar Zoom Tambah Seru, Ini Kumpulan Ide Background Lucu",1
2794,5 Festival yang Wajib Dikunjungi Saat Berlibur ke New Orleans,1
30,Anies Jamin Tak Putus Tenaga Kontrak DKI di Masa Corona,0
258,Inilah Beberapa Keuntungan Memiliki Pasangan yang Lebih Tua Darimu,1
2314,Anang Hermansyah Pasang Badan Saat Raul Lemos Disebut Memaki Keluarganya,0
2422,Menunggu Sistem Pendidikan Baru di Tengah Pandemi Covid-19,0
173,"Syuting Miniseri saat Pandemi, Reza Rahadian Pangkas Jumlah Kru",0
1542,"Terseret Arus Saat Berenang, Bocah 9 Tahun di Merak Tewas Tenggelam",0
2245,Cerita Perantau yang Lolos Masuk Jakarta Tanpa SIKM,1
1193,3 Zodiak yang Dikenal Paling Siap Sedia untuk Segala Hal,1
859,[Fakta atau Hoaks] Benarkah Gibran Salahkan Rakyat yang Tak Patuhi Aturan Pemerintah Atas Merebaknya Covid-19?,1
1577,Musisi Legendaris Benny Likumahuwa Meninggal Dunia,0
1902,Kemenkomarves Terima 234 Aduan soal Lonjakan Tagihan Listrik,0
443,"Jadi Trending, Ciuman Lee Min Ho dan Kim Go Eun di 'THE KING: ETERNAL MONARCH' Dibilang Terbaik Sepanjang Drama Korea",1
1417,"Rizky Febian Edit Wajahnya Pakai Face App, Disebut Mirip Kai EXO - Justin Bieber",1
807,"Warga Kota Magelang Bersiap, Ini Ketentuan New Normal",1
1386,"6 Foto Son Ye Jin di Red Carpet 'Baeksang Arts Awards 2020', Pancarkan Kecantikan Dewi dari Korea Selatan",1
1015,Kemenkominfo: Pemerintah Tidak Bisa Ikut Campur ke Dalam Sistem Platform Digital,0
1396,Maia Estianty Blak-Blakan Ngaku Sempat Pelajari dan Baca-Baca Kitab Suci Agama Lain,1
1548,Top 3: Deretan Pernikahan Tak Biasa Saat Pandemi Corona,1
1147,Wisuda Drive Thru ala Siswa di Tangerang,1
493,"9 Potret Terbaru Yusuf Surya Pemeran Jaka di Sinetron 'Jinny Oh Jinny', Bersahabat Dengan Indra Bruggman",1
1403,"Foto Lama Jungkook BTS Mendadak Muncul di TV Amerika, Kena Prank ARMY?",1
1776,[Fakta atau Hoaks] Benarkah Ramuan Herbal Bernama Mio Kopi Bisa Obati Covid-19?,1
1001,"Fenomena Matahari di Atas Ka'bah, Ahli Falak Tegaskan Sains Terkait Ibadah Juga Penting",0
2601,"Warga di NTB Dapat Teror Paket Isi Tengkorak serta Bercak Darah dan Tulisan Arab, Dikirim Lewat Ojol",0
1732,"Nikah Lagi dengan Pilot, Qory Sandioriva Jawab Permintaan Ibunda",0
1432,"7 Potret Arla Ailani, Putri Cantik Bucek Depp dan Unique Priscilla yang Bikin Kaum Adam Melirik",1
1854,Deteksi Dini Bisa Kurangi Risiko Kematian dan Tingkatkan  Kesembuhan Pasien Covid-19,0
972,"Bikin Pasangan Cemburu, Ini Cara Usil yang Biasa Dipilih Pria",1
332,"Tahun Ajaran Tidak Mundur, Begini Perbedaan PPDB di Era New Normal",1
1225,Juni 2020 Akan Jadi Bulan yang Romantis untuk 3 Zodiak Ini Ini sekan zodiak yang diprediksi akan alami kehidupan asmara terbaik.,1
1210,"Menu Hari: Terik Tahu, Bola-bola Bihun, dan Ikan Tim Masak apa hari ini? Coba rekomendasinya.",0
441,Aldi Taher dan Salsabillih Sempat Merasa Sedih Saat Persiapkan Pernikahan di Tengah Wabah Covid-19,0
1265,"Pendengar yang Sabar, 4 Zodiak Ini Jadi Teman Curhat Paling Baik Ini zodiak yang selalu bisa diandalkan menjadi teman curhat terbaik.",1
1708,"Dorce Mengaku Bangkrut, Harta yang Tersisa Bikin Bingung Warganet",1
689,AMSI: Sengketa Pemberitaan Jangan Diselesaikan Lewat Buzzer,0
763,"New Normal Gagal, Korea Selatan Terapkan Lagi Pembatasan Sosial",0
2689,Wajah Jakarta di Tengah Pandemi,0
2719,"410 Kabupaten dan Kota di RI Alami Infeksi Ganda, Corona dan DBD",0
2779,5 Dampak Buruk pada Psikologis Anak jika Melihat Orangtuanya Bercerai,1
2398,Tyson Fury Diyakini Bisa Kalahkan Mike Tyson,0
2528,"Susi Kembali Kritik Keras Penggunaan Cantrang, Ini Sebabnya",1
16,"Raih Rating Tinggi, Hospital Playlist Bersiap untuk Season 2",0
1452,"Fakta Balita Dicabuli di Tempat Penitipan Anak, Korban Alami Trauma, Ibunya Disogok Uang Damai",1
2594,Pengesahan RUU Cipta Kerja Bisa Dorong Pertumbuhan Ekonomi hingga 6% Setelah Pandemi,0
1959,Seorang Pria Ditemukan Tewas di Sawah dengan Usus Terburai,0
1881,Mengintip Aktivitas Klub Malam di Ginza Tokyo Jepang di Masa Pandemi Covid-19,1
1520,VIDEO: Jenazah Covid-19 Diambil Paksa Keluarga dari Kamar Mayat,1
1165,Intip Spesifikasi Lengkap Redmi Note 9 dan Redmi Note 9 Pro,1
2133,"Modif Mesin Vespa Special Klasik, Andre Taulany Rogoh Kocek Rp55 Juta",0
2440,Negara Aman Covid-19,0
1351,Cepat Minum Air! Ini 6 Gejala Dehidrasi yang Jarang Disadari,1
1186,"Mengenal Bulk Store, Konsep Belanja Kebutuhan Harian Ramah Lingkungan",1
3153,"Lawan Covid-19, doctorSHARE Salurkan Bantuan APD",0
614,"Harga Pangan Stabil, Inflasi Selama Ramadan dan Lebaran Terjaga",0
2026,"Jatuh Cinta Sendiri, 4 Zodiak Ini Sering Kena Friend Zone Ini sekian zodiak yang sering dijadikan 'teman saja' sama orang yang dicintainya.",1
2296,Mino Raiola Turut Campur Kisruh Mario Balotelli dengan Brescia,0
421,Draf Perpres TNI Bisa Membingungkan dalam Penegakan Hukum Kasus Terorisme,0
3191,"Petugas Pemulasaraan Jenazah Penderita Covid-19 di Kudus, Terpaksa",0
2686,"'Aku, Kamu, dan Apartemen Studio Kita di Tengah Pandemi'",1
917,"Kurangi Kontak dengan Pelanggan, Restoran Ini Pakai Robot Pelayan",1
585,"Arnold Schwarzenegger Nge-gym Bareng Keledai Kesayangan, Ditertawakan Anak Sendiri",0
1344,"Belum Juga Diluncurkan, Ini Bocoran Kawasaki Ninja ZX-25R",1
2873,"Sonakshi Sinha Tutup Akun Twitter, Tak Tahan Dihujat Karena Dituding Produk Nepotisme Usai Kematian Sushant Singh Rajput",0
2961,"Tempat Wisata Harus Patuhi Protokol Kesehatan, Menparekraf: Kepercayaan Kunci Pemulihan",0
76,NASA Tunda Peluncuran Roket SpaceX Elon Musk,0
190,Melihat Canggihnya Baju Astronaut Buatan SpaceX,1
1454,"Viral, Video Keluarga Bawa Paksa Jenazah Pasien Covid-19 Beserta Kasur Rumah Sakit",1
718,"Infografis Kontroversi BPIP, dari Gaji Hingga Konser Amal",1
997,Kemendikbud Terbitkan Pedoman Belajar dari Rumah,0
1587,"Aurel-Azriel Berseteru dengan Raul Lemos, Bagaimana Adab Anak ke Ayah Tirinya dalam Islam?",1
2344,Ruben Onsu Bawa Karyawan untuk Tugas di Dapur Ayam Geprek Bensu,0
1826,"Setahun Protes Berlalu, Gerakan Anti-Pemerintah Telah Pudar?",1
1636,Perjuangan 8 Jam Pasien Covid-19 India untuk Dapat Perawatan,0
1,Pemkot Bekasi Teken Aturan Tempat Hiburan Menuju New Normal,0
639,"MUI Bolehkan Salat Jumat, Menag Segera Umumkan Aturan Ibadah di Masjid",0
375,Berita Saham Hari Ini: 20 Emiten Melemah,0
2694,Bintang Emon is Getting SLAPP-ed,0
3196,"Whulandary Herman Rela Ikut Sang Suami Tinggal di Malaysia, Lihat Potret Harmonis Rumah Tangganya",1
2151,Sinopsis Film JUPITER ASCENDING: Saat Mila Kunis Diburu Makhluk Luar Angkasa Mengerikan,0
3081,Cina Tetap Gelar Festival Daging Anjing di Tengah Pandemi Corona,0
745,"5 Hits Bola: Keren, James Rodriguez Main TikTok Pakai Lagu Indonesia",0
1896,Penjelasan dan Syarat Empat Jalur PPDB 2020,0
2876,"Perayaan Ultah Sweet Seventeen Adhisty Zara, Mesra dan Nempel Terus Sama Pacar",0
642,Potensi Liverpool Segel Gelar Juara di Derby Merseyside,0
189,"Tertunda Badai, 2 Astronaut NASA Siap Meluncur Akhir Pekan",0
2984,Akan Datang Masa Kala Harta Haram Dianggap Biasa-Biasa Saja,0
2893,Pengunggah Video Dokter Tanpa Busana di Surabaya Ditangkap di Jakarta Barat,0
1807,Paniai Menagih Janji Presiden,0
2270,6 Gaya Nella Kharisma Masih Pakai Roll Rambut Ini Tetap Menawan,1
11,"FOTO : Via Zoom, Cara Baru Suporter Denmark Menonton Laga",1
353,"Inspirasi Nama Anak dari Keluarga dr. Boyke, Ketiganya Bertema Alam",1
350,"Terdampak Pandemik, Pengemudi Ojol Ini Dapat Pinjaman Bunga Ringan",1
2726,Mengintip Isi Kampung Teletubbies Asli Indonesia,1
1607,"Hoaks Gubernur & Wagub Sumbar Positif Corona, Ini Penjelasan Gugus Tugas Covid-19",1
200,"Ilmuwannya Curiga Corona Buatan Lab, Ini Tanggapan Australia",1
1391,"Intip Penampilan Hyun Bin di Red Carpet Baeksang Arts Awards 2020, Bikin Fans Makin Ambyar",1
1992,Resep Mangut Lele Daun Kemangi,0
1333,"5 Tanda Kamu Bukan Orang yang Baperan, Mudah Mengendalikan Perasaan!",1
447,"Ngobrol Bareng Ganjar Pranowo di Silaturahome, Yuni Shara Titip Pesan Penting Buat Para Gubernur Terkait Covid-19",1
3133,Fungsi Sajadah Selain untuk Salat,1
2150,"Sinopsis Sinetron 'INSYA ALLAH SURGA TINGKAT 2', Tayang Rabu 10 Juni 2020",0
1466,"Juara Dunia Casey Stoner Akui Ingin Kembali ke MotoGP, tetapi..",1
90,"Pulang Mudik dari Tegal, 4 Warga Karantina Mandiri di Lenteng Agung",0
881,Remaja 13 Tahun Lulus dengan Empat Gelar Sarjana,1
1398,"Foto Terbaru Lee Min Ho Diduga Spoiler 'THE KING: ETERNAL MONARCH', Endingnya Menikah?",1
1058,Presiden UFC: Sesuatu yang Besar akan Datang Bersama Mike Tyson,0
62,"Setelah 8 Tahun Rugi, Krakatau Steel Akhirnya Cetak Laba Rp 1 T",0
2334,"PlayStation 5 Tampil dengan Bodi Putih Hitam, Berapa Harganya?",1
2642,FOTO: Teror Penusukan Maut di Inggris,1
115,Kemendag Temukan 4 Distributor Nakal yang Bikin Harga Gula Mahal,1
1785,Spotify Melihat Peluang Uang Di ,0
1438,"Disemprot Cairan Disinfektan, Cat Mobil Jadi Cepat Rusak?",1
2145,"Sinopsis Sinetron 'INSYA ALLAH SURGA TINGKAT 2' Episode 42, Tayang Kamis 11 Juni 2020",0
2114,"Makin Diakui Dunia Internasional, Tata Kelola BRI Raih 2 Penghargaan Ini",1
1205,Resep Ayam Coca ColaResep praktis olahan ayam ala Korea.,0
406,Jelang Penerapan New Normal,0
3124,[Fakta atau Hoaks] Benarkah di RUU HIP Sila Pertama Pancasila Diubah Jadi Ketuhanan yang Berkebudayaan?,1
1613,Rekrut Kembali Lorenzo Tak Jadi Opsi Ducati untuk MotoGP 2021,0
1027,"Mengenal Ustaz Das'ad Latif, Dulu Dihina Senior karena Selalu Pakai Baju Bekas",0
3063,"Everton Vs Liverpool 0-0, Ini Kata Jurgen Klopp",1
2181,"8 Potret Kekeyi Bareng Selebriti Tanah Air, Iri Bilang Sahabat",1
2520,10 Negara Teratas Yang Kehilangan Hutan Primer Pada 2019,1
1777,[Fakta atau Hoaks] Benarkah Ini Video Demo Mahasiswa yang Tuntut Jokowi Mundur Saat Pandemi Covid-19?,1
2513,"Pertumbuhan Ekonomi Dunia Sebesar -7,7 Persen Dan Indonesia -5,1 Persen",0
1913,"Corona, Celine Dion Umumkan Tanggal Baru Tur Eropa",0
2660,"Di DPR, Menkominfo Tunjuk BSSN soal Kasus Data Warga RI Bocor",0
2501,KPK Tahan Mantan Dirut PTDI Budi Santoso,0
2583,"China-AS Memanas, Amerika Tangkap Agen Mata-mata China yang Menyamar Sebagai Peneliti",0
325,"Cegah Penuaan Dini, 6 Produk Skincare yang Wajib Digunakan Perempuan di Usia 40an",1
940,[Fakta atau Hoaks] Benarkah Tes PCR Tak Bisa Tunjukkan Jenis Virus Corona Covid-19?,1
2589,"Live Streaming Mola TV Fortuna vs Dortmund Bundesliga, Panggung Haaland dan Reus Pesta Gol",0
2850,"Sebelum Bunuh Diri, Sushant Singh Rajput Lunasi Utang dan Sempat Curhat Bingung Bayar Gaji Karyawan",0
1094,"Dua Pekan Pascalebaran, Positif Corona di DKI Melonjak Lagi",0
2048,"Panna Cotta Boba, Tren Dessert Kekinian dari Xing Fu Tang",0
1648,Eijkman Target Produksi Massal Vaksin Covid-19 Februari 2021,0
1292,7 Alasan Perempuan Lebih Benci Si Orang Ketiga daripada Suami yang Selingkuh Darinya Ini ternyata sekian alasan perempuan lebih benci si selingkuhan daripada suaminya sendiri.,1
852,Fatwa MUI: Panduan Salat Idul Fitri di Rumah Saat Wabah Covid-19,0
1794,"Sebab Alis Gatal dari Alergi, Kutu Hingga Diabetes",1
1102,Transfer Serie A: Dybala Ingin Duet dengan Messi di Barcelona,0
778,"Warga Tak Gunakan Masker, Polres Tanjabbar Beri 200 Surat Teguran",0
1129,Cara Aman Jaga Diri dari Virus Corona Saat Kerja di Kantor,1
2939,Restrukturisasi Kredit Perbankan Bisa Tembus Rp1.352 Triliun Gara-Gara Covid-19,0
3027,"Berangus Masa Kini, Pengkritik Pemerintah Alami Peretasan",0
2701,Kelompok John Kei Rusak Rumah dan Kendaraan setelah Gagal Temukan Nus Kei,0
3120,[Fakta atau Hoaks] Benarkah di Jerman Tiba-tiba Muncul Awan Hitam yang Disertai Suara Azan?,1
3179,"Di Masa Awal Kehamilan Vanessa Angel, Sang Suami Sering Jadi Sasaran Kemarahannya",0
140,"Sudah Sembuh dari Virus Corona, Amankah untuk Langsung Berhubungan Seks?",1
1765,Bintang UFC Conor McGregor Umumkan Putusan untuk Pensiun,0
448,"Rayakan Lebaran di Villa Mewah, Ayu Ting Ting Pamer Pemandangan Indah Bareng Keluarga",0
1185,"Pria di Sukabumi 2 Kali Sembuh, Satgas COVID-19: Imunitas Alami",0
389,Tantri Kotak Belum 100 Persen Siap Hadapi New Normal,0
1231,"5 Manfaat Aktivitas Mewarnai bagi Tumbuh Kembang Anak Selain menyenangkan, mewarnai juga bisa memberi banyak manfaat.",1
1744,"KRL Padat Lagi, Depok Usul Jam Kerja ASN dan Swasta Diatur Ulang",0
820,Donald Trump Umumkan 'Perceraian' Amerika Serikat dengan WHO,0
2357,"Ronaldo Gagal Penalti di Laga Juventus vs AC Milan, Sarri: Dia Kurang Beruntung",0
697,Doni Monardo Senang APD Dalam Negeri Lolos Standar WHO,0
2370,Hukum Tidur Bareng Handphone,1
3089,[Fakta atau Hoaks] Benarkah Anies Baswedan Bakal Jual Gedung Pemerintah Pusat Jika Ibu Kota Pindah?,1
484,"Joged TikTok, Celine Evangelista Sempat Nggak Pede Karena Merasa Gendut",1
1136,7 Cara Ajak Anak untuk Berkebun,1
1463,"Bantuan Tunai Rp 83,4 Miliar di Sultra Belum Tersalurkan ke Warga Terdampak",0
2846,"Bertemu Vicky Prasetyo, Zaskia Gotik Beri Pesan yang Meneduhkan: Kamu Juga Bahagia Ya",0
1759,"Sebelum Dibuka Kembali, Museum Nasional Disemprot Disinfektan",0
2493,Persiapan Stadion Napoli untuk Semifinal Coppa Italia Lawan Inter,0
2632,"2 Juta Orang Positif Covid-19, Amerika Serikat Indikasikan Tidak Lagi Lakukan Pembatasan Sosial",0
1808,Hotel Santika Indonesia Siap Buka Kembali dengan Protokol New Normal,0
2166,"Sinopsis Sinetron 'INSYA ALLAH SURGA TINGKAT 2' , Tayang Senin 8 Juni 2020",0
24,"Diteruskan ke Surabaya, Jepang Akan Ikut Garap Kereta Cepat",0
2552,Innside by Melia Yogyakarta Kembali Buka dengan Berbagai Promo Menarik,0
101,Lengkap! Tahap demi Tahap Pembukaan Mal Mulai Juni,1
628,"Cantiknya Mengejutkan, Ayo Tebak Siapa Artis yang Ikut Oplas Challenge Ini",1
2037,"Inilah Reaksi 6 Zodiak saat Suasana Hatinya Kurang Baik Suasana hati buruk, inilah ekspresi 6 zodiak menurut astrologi.",1
1999,Cara Membuat Bola-Bola Udang Goreng Kuah Pedas,0
992,Dua pria yang disewa untuk fantasi seks masuk ke rumah yang salah - dan berujung ditangkap polisi,1
2551,Infradigital Foundation Resmikan Cyber Security Training bagi Siswa SMK,0
2933,"Meski Ditahan Imbang Everton, Klopp Puji Alisson yang Tampil Luar Biasa",0
2856,"8 Momen Kedekatan Zaskia Gotik Bersama Keluarga Suami, Pelukan Manja Dengan Mertua",1
8,89 Proyek Senilai Rp1.422 T Direkomendasikan Masuk PSN,0
1066,Risma Akhirnya Terapkan 2 Skenario Besar Usir Corona Dari Surabaya,1
363,"Berdasarkan Bulan Lahir, Ini Member GOT7 yang Cocok Jadi Suamimu",1
3113,[Fakta atau Hoaks] Benarkah WHO Tetapkan Covid-19 Sebagai Pandemi Sehari Setelah Terima Sumbangan Bill Gates?,1
1013,"Masyarakat Bingung, Pemudik Harus Kantongi SIKM ke Jakarta Tapi Ada 'New Normal' Aktivitas Publik",0
400,Khusus Dewasa: Suamiku Terpuaskan ketika Melihat Tubuhku Dijamah Pria Lain,1
2377,"Ramai Ditolak, Siapa Pendukung RUU HIP di DPR?",1
3225,Bupati Karanganyar Angkat Suara Soal Penyerangan yang Menimpa Wakapolres,0
1814,"Cara Atasi Masalah Keluarga Menurut Ahli, Jangan Bahas di Medsos",1
1684,"Dikunjungi Warga Positif Covid-19, Wisata Sungai Hijau Ditutup",0
2965,Trump Tunda Sanksi Lebih Keras Terhadap China,0
1233,"Zodiak Mingguan 8-14 Juni 2020, Ini Zodiak yang Hadapi Karir Terbaik Ini sekian zodiak yang diprediksi akan alami karir terbaik minggu ini.",1
38,Sujud Husain Abdullah yang Mengubah American Football,0
2282,KPU Berharap Anggaran Pilkada Dipenuhi dan Tepat Waktu,0
1447,"Lion Air Kembali Mengudara Mulai 10 Juni, Berikut Syarat bagi Penumpangnya...",1
864,ACT Semarakkan Malam Kemenangan Idul Fitri 2020 dengan Muhasabah Akbar,0
345,Pengelola Pasar Dinoyo Fasilitasi Pedagang Berjualan Secara Online,0
3139,Nissan Terra Diobral dengan Diskon Ratusan Juta,0
2286,Top 3 News: Fakta Pilu Satu Keluarga Tewas Mengenaskan di Tangerang,1
385,"Setelah Pandemi Covid-19, Mau Wisata ke Bali, Yogyakarta atau Jakarta?",1
3094,Suasana Tertib Penumpang KRL di Stasiun Bekasi,1
2211,"Guru SMP Foto 25 Gadis Tanpa Busana, Korban di Bawah Umur Disetubuhi hingga Diperas Rp 60 Juta",0
787,Angela Merkel: Sang Wanita Inspiratif,0
207,"Kejanggalan Plandemic, Film Konspirasi COVID-19 yang Kontroversial",1
2159,"Hamil Anak ke-5, Zaskia Adya Mecca Bingung Pilih Lahiran di Jakarta atau Jogja",0
