text,label
Indonesia Tidak Percaya Covid-19 Akan Membaik,0
(Covid-19) Tingkat Kepercayaan Terhadap Media Selama Pandemi,0
Apakah Bekerja Dari Rumah Dianggap Sebagai Hak Istimewa Di AS?,1
Strategi Mempertahankan Bisnis di Tengah Pandemi Covid-19,1
Kiat Memilih Aplikasi HR yang Aman dan Terjamin untuk WFH,1
Ramadhan Festival Di Rumah Bersama  ALL - Accor Live Limitless,0
[Fakta atau Hoaks] Benarkah Gibran Salahkan Rakyat yang Tak Patuhi Aturan Pemerintah Atas Merebaknya Covid-19?,1
[Fakta atau Hoaks] Benarkah Ini Video Serangan Serangga Beracun di India Saat Pandemi Covid-19?,1
[Fakta atau Hoaks] Benarkah Ratusan Pekerja Pabrik Rokok Sampoerna Positif Corona?,1
Future Force Fest 2020 Bantu UKM Bertransformasi Secara Pro Bono,0
"Indonesia Online Fest 2020 Akan Digelar 15-17 Mei 2020, Simak Para Bintangnya",1
ACT Semarakkan Malam Kemenangan Idul Fitri 2020 dengan Muhasabah Akbar,0
Jokowi Minta Sejumlah Proyek Strategis Tetap Jalan Meski Wabah,0
Pelindo 3 Jemput Bola Rapid Test Covid-19 di Zona Merah dan Sediakan 50 Ribu Alat Tes,0
Bersama Melawan Corona tanpa Negara,1
Bagaimana Penerapan New Normal di DKI? Polisi: Mirip Seperti PSBB,1
"Pekan Kedua Mei, BI Catat Modal Asing di SBN Rp 6,15 Triliun",0
"Virus Corona, Singapura Pertimbangkan Longgarkan Aturan",0
Ini yang Mau Dipantau Posko TNI-Polisi dalam New Normal di Jakpus,0
Fachrul Razi Mengaku Dikomplain Karena Rumah Ibadah Masih Ditutup,0
Polisi Bersiap Gelar Perkara Kasus THR Rektor UNJ,0
KLHK Tangkap Pelaku Penjual Kantong Semar Endemik ke Taiwan,0
Ditemukan 600 Makam Kuno Berusia Ribuan Tahun di Cina,0
"Agnez Mo Soroti Kematian George Floyd, Gaungkan #JusticeForFloyd",0
Kementerian Pendidikan Minta Pendaftaran Sekolah Digelar Online,0
Nissan Resmi Tutup Pabrik di Indonesia,0
"Hamil Anak Kelima, Zaskia Adya Mecca Nyaris Gugurkan Kandungan",1
Wahyu Setiawan Sembunyikan Uang Gratifikasi di Rekening Sepupu,0
Remaja 13 Tahun Lulus dengan Empat Gelar Sarjana,1
PP Muhammadiyah Minta Pemerintah Tak Buru-Buru Buka Rumah Ibadah,0
Menteri Tjahjo Perpanjang WFH untuk PNS Sampai 4 Juni,0
Anies Baswedan Tunjuk Sardjono Jhony Jadi Dirut Transjakarta,0
"Di Mataram, Jadwal Masuk Sekolah Lagi 2 Juni Dibatalkan Karena ..",1
"Uji Pesawat Listrik, eCaravan Terbang di Langit Washington",0
Studi Fosil: Kanibalisme Terjadi di Antara Sepupu T-Rex,0
"Facebook Luncurkan Collab, Aplikasi Video Mirip TikTok",0
"Produk Indonesia Antre Sertifikasi WHO, Kenali Level Baju Hazmat",1
Menristek Umumkan 500 Peneliti Terbaik di Indonesia,0
Top 3 Tekno Berita Hari Ini: Dari Roket dan Jet Sampai Virus Lab,0
Korban Meninggal Covid-19 di Amerika Tembus 100 Ribu Hari Ini,0
"92 Laga Hanya Dalam 32 Hari, Begini Jadwal Liga Inggris",1
Real Madrid Masih Jadi Klub Terkaya di Dunia,0
"Liga akan Dimulai Lagi, Mengingat Kembali Gegenpressing Liverpool",0
Achraf Hakimi Tak Mau Tinggalkan Real Madrid,0
Liverpool Butuh Kemenangan Arsenal atas City untuk Amankan Gelar,0
"Ngefans, Deddy Corbuzier Bikin Fairuz A. Rafiq Salah Tingkah",0
"Bercerai, Begini Kisah Cinta Lee Dong Gun dan Jo Yoon Hee",1
Nadin Amizah Rayakan Ulang Tahun dengan Merilis Album Perdana,0
"Tur Virtual, Mengenali Keragaman Kuliner Belitung",0
"Tur Virtual Sumba, Menilik Air Terjun Tersembunyi",0
HIS Travel: Wisata Alam Bakal Jadi Tren Usai Pandemi,0
"Ada PSBB II, Begini Cara Menikmati Kebun Raya Bogor",1
"Zouk Phuturescapes, Pesta Virtual Bersama DJ dari Rumah",0
Kasino di Las Vegas Segera Buka dengan Syarat Ketat,0
Dua Orang Terjaring Razia SIKM di Stasiun Gambir Masuk Karantina,0
12 Model Baru Nissan Bakal Diluncurkan hingga 2021,0
"Hari Lansia Nasional, Cara Sehat Fisik Mental di Tengah Pandemi",0
"Sejarah, Krakatau Steel Cetak Laba Perdana Dalam 8 Tahun Terakhir",0
Cara Unik Kanada Menerapkan Social Distancing di Ruang Terbuka,1
"Tak Punya SIKM, Lebih dari 14 Ribu Mobil Putar Balik",0
Jokowi Minta Kereta Cepat Diintegrasikan Jakarta-Bandung-Surabaya,0
3 Potret Maternity Look Dian Pelangi di Momen Lebaran,1
Ilmuwan Klaim Temukan Jenis Ganja untuk Cegah Virus Corona,0
Fosil Mammoth Berusia 10.000 Tahun Ditemukan di Meksiko,0
"Kurangi Kontak dengan Pelanggan, Restoran Ini Pakai Robot Pelayan",1
Mall di Dubai Dibuka Kembali dengan Aturan New Normal,0
Lebih dari 6.300 Kendaraan Menuju Jabodetabek Diminta Putar Balik,0
"Jelang New Normal, Wastafel Portabel Kebanjiran Pesanan",0
KJRI Jeddah Sebut Kemungkinan Ibadah Haji Tahun Ini Masih Tipis,0
"Mengenal Nadin Amizah, Penyanyi yang Baru Rilis Album Perdana",0
Wahyu Setiawan Didakwa Terima Suap Rp 600 Juta,0
Liga Denmark Jadi Laga Pertama yang Hadirkan Penonton Virtual,0
"Anak Terinfeksi Covid-19 di NTB, Tertinggi Kedua Nasional",0
Sosialisasi Aturan New Normal di Stasiun KRL,0
Polda Jabar Siapkan Polisi di Pusat Belanja dan Rumah Ibadah,0
"BPOM, Panduan Penerapan New Normal di Warung Makan",0
Ini Penyebab KMP Aksar Saputra Tabrak Dermaga di Pelabuhan Raha,0
Dampak Gelombang Tinggi di Sejumlah Daerah,0
Joko Anwar Blakblakan Soal Industri Film Saat New Normal,0
YLKI: Mall Dapat Dibuka jika Kurva Penyebaran COVID-19 Landai,0
[Fakta atau Hoaks] Benarkah Pesan Berantai Soal Virus Hanya Bisa Dikalahkan Antibodi Ini Berasal dari Dekan IPB?,1
[Fakta atau Hoaks] Benarkah Tocilizumab adalah Obat yang 90 Persen Bisa Sembuhkan Covid-19 Meski Pasien Kritis?,1
Pemprov DKI Putuskan Kalender Pendidikan Mulai 13 Juli 2020,0
[Fakta atau Hoaks] Benarkah Ini Video Gereja Italia yang Hampir Semua Jemaatnya Meninggal Akibat Covid-19 Saat Dibuka Kembali?,1
[Fakta atau Hoaks] Benarkah Campuran Air Hangat dan Garam Bisa Hilangkan Virus Corona Covid-19?,1
[Fakta atau Hoaks] Benarkah Dokter Italia Temukan Sebab Kematian Covid-19 adalah Bakteri Bukan Virus?,1
"BPOM, Panduan Penerapan New Normal di Kantor dan Tempat Kerja",0
[Fakta atau Hoaks] Benarkah Tes PCR Tak Bisa Tunjukkan Jenis Virus Corona Covid-19?,1
"New Normal, Cara Baru dalam Bekerja demi Menghindari Covid-19",0
Setelah Lockdown Dilonggarkan,0
Investor Lebih Memilih Berinvestasi Ke Perusahaan Mainan Selama Pandemi,0
"Menimbun Kalori Kue Lebaran, seperti Nastar dan Kastengel",0
[Fakta atau Hoaks] Benarkah Virus Corona Covid-19 Tidak Bahaya dan Tidak Sebabkan Kematian?,1
[Fakta atau Hoaks] Benarkah Ini Video Perayaan Pembukaan Lockdown di Arab Saudi?,1
Universitas Di Dunia Terguncang Akibat Covid-19,0
LIPI Uji Imunomodulator Bahan Herbal untuk Menangkal Covid-19,0
Produksi Emas Dunia,0
"Saat PSBB, Pergi Harus Punya Surat Izin Keluar Masuk DKI Jakarta",0
[Fakta atau Hoaks] Benarkah Ini Video dan Foto Konser yang Dihadiri Presiden Jokowi Saat Pandemi Covid-19?,1
Jumlah Orang Terbanyak Yang Tinggal Di Tempat Kumuh,0
[Fakta atau Hoaks] Benarkah Pemerintah Tak Akan Lagi Umumkan Kasus Positif Covid-19?,1
Penyajian Data ODP dan PDP Tak Lagi Menampilkan Hasil Akumulasi,0
Sektor Industri Yang Disarankan Bekerja Dari Rumah,0
Vaksin Memberantas Penyakit,0
Anda punya data atau dokumen yang penting bagi publik?  Kirimkan lewat tautan ini secara anonim,1
Pembebasan Lahan Proyek Kilang Minyak Tuban Capai 92 Persen,0
Kadin Minta Pemberlakuan New Normal Dilakukan Bertahap,0
"Masa Pandemi, Sensus Penduduk Door-to-door Tak Pakai Metode Wawancara",0
Meisya Siregar Tak Izinkan Anak Sekolah di Era New Normal,0
"Cegah Covid-19, Apakah Face Shield Lebih Efektif daripada Masker?",1
"Lepas IUD karena Kesakitan, Zaskia Adya Mecca Langsung Hamil Lagi",0
"5 Makanan Pereda Stres, Ada Sayuran Hijau dan Yogurt",1
"Nissan Tutup Pabrik Indonesia, Model Baru Diimpor dari Thailand",0
Motor Listrik Harga di Bawah Rp 15 Juta Ini Bisa Jadi Pilihan,1
"Nissan Terpuruk, Model Ini Diharapkan Akan Jadi Pendulang Uang",1
Kata Nissan Indonesia Setelah Pabriknya Ditutup,1
Warga Minneapolis Beri Penghormatan untuk George Floyd,0
Tips Mempersiapkan New Normal bagi Lansia,0
"Hari Lansia Nasional, Ini 4 Olahraga yang Aman bagi Usia Lanjut",1
"Bikin Pasangan Cemburu, Ini Cara Usil yang Biasa Dipilih Pria",1
Benarkah AC di Tempat Umum Bisa Sebarkan Virus Corona,1
Konservasi Setengah Hati,0
Apa Guna Tentara Mengurus Corona,0
Ironi Nasib Tenaga Kesehatan,0
Pemunduran Tahun Ajaran Baru,0
Tafsir Bebas Kehidupan Sigmund Freud,0
JEC Distribusikan Masker Bedah bagi Petugas Medis,0
Toyota Indonesia dan SERA Serahkan Lagi Donasi Mobilitas dan Medis ke Kemenkes,0
Grab Sepakati Skema Baru Rental Bersama TPI,0
Kemendikbud Dorong Pemda Terapkan PPDB 2020 Secara Daring,0
Atur Kesehatan Keuangan dengan Cara Ini!,1
"Cara Benar Membuang Masker Bedah, Bukan Asal Masuk Tempat Sampah",0
"Petisi Tunda Masuk Sekolah, Apakah Sekolah Mulai Masuk Juli 2020?",1
"Tips Atasi Nyeri Leher, Tengkuk, Lutut Saat Bekerja dari Rumah",1
Daftar Sepeda Motor Listrik dengan Harga di Bawah Rp 15 Juta,0
"Tak Perlu ke Bengkel, Begini Cara Membersihkan Karburator Motor",1
Ini Dealer Baru Morris Garage di Indonesia,1
Virus corona: Ratusan sekolah di Korea Selatan ditutup lagi karena lonjakan kasus,0
"George Floyd: Saya tak bisa bernapas, kata-kata terakhir pria kulit hitam yang memicu protes dan bentrok di AS, pasukan garda nasional dikerahkan",0
Dua pria yang disewa untuk fantasi seks masuk ke rumah yang salah - dan berujung ditangkap polisi,1
Ketika Hak-hak Hong Kong Tengah Dirampas,0
Robot Buatan Denmark Bantu Test Swab Virus Corona,0
"Di Tengah Krisis Ekonomi Global, Vietnam Targetkan Pertumbuhan 5 Persen",0
Kebijakan Ganjil Genap di DKI Jakarta Bakal Diberlakukan Situasional,0
Kemendikbud Terbitkan Pedoman Belajar dari Rumah,0
"Pasca Idul Fitri, Kemenhub Awasi Perbatasan Bekasi-Karawang dan KM 47 Tol Jakarta-Cikampek",0
"Tak Punya SIKM, 1.411 Kendaraan Diminta Putar Balik di Tol Jakarta-Cikampek",0
"Matahari di Atas Ka'bah pada Kamis 28 Mei Pukul 16.18 WIB, Berikut Cara Cek Arah Kiblat",1
"Fenomena Matahari di Atas Ka'bah, Ahli Falak Tegaskan Sains Terkait Ibadah Juga Penting",0
Ruslan Buton Ditangkap,0
"Zaskia Mecca Hamil Anak Kelima, Hanung Bramantyo Sebut Sang Istri Kecentilan",0
Video Syur Mirip Syahrini,1
"Kelola Akun @danunyinyir Sampai Unggah Video Syur Mirip Syahrini, Penjaga Toko Ditangkap Polisi",0
"Antusiasme Jemaah di Bekasi Kembali Salat Jumat di Masjid, Membeludak Hingga ke Halaman",0
"Cara Mengurus SIKM Melalui Email sikm@jakarta.go.id, Wajib Dimiliki untuk Izin Keluar Masuk Jakarta",0
"Peringatan Dini Cuaca BMKG Sabtu, 30 Mei 2020: Jawa Timur Waspada Hujan Lebat Disertai Petir",0
Aisyahrani Sebut Ada Reino Barack di Balik Pembuatan Laporan Terkait Video Syur Mirip Syahrini,0
Jumlah Penumpang ASDP Turun 94 Persen Pada Hari Raya Idulfitri,0
Apa Isi Surat Pak Kades Hingga Membuat Ribuan Warga Dua Kecamatan Bersitegang dan Nyaris Bentrok?,1
"Mengenal Poseidon, Kapal Selam Nuklir Tak Berawak Milik Rusia, Dijuluki Senjata Kiamat",1
"Masyarakat Bingung, Pemudik Harus Kantongi SIKM ke Jakarta Tapi Ada 'New Normal' Aktivitas Publik",0
"Pengidap Covid-19 Terus Bertambah, PSBB di Surabaya Raya Diperpanjang",0
Kemenkominfo: Pemerintah Tidak Bisa Ikut Campur ke Dalam Sistem Platform Digital,0
"Prakiraan Cuaca BMKG 33 Kota di Indonesia Sabtu, 30 Mei 2020: Jakarta Pusat Potensi Hujan Ringan",0
"Terungkap Keseharian Penyebar Video Syur Mirip Syahrini di Kediri, Penangkapannya Buat Warga Kaget",1
Mercedes-Benz Luncurkan E-Class Facelift,0
"Sebelum Syahrii, Gisel Hingga Aura Kasih Pernah Tersandung Gosip Video Syur",1
"Resep Nasi Goreng Ikan Asin Ini Bisa Dibuat dalam 30 Menit Saja, Tapi Enaknya Gak Main-main!",1
"Ditengah Pandemi Covid-19 dan Dalam Suasana Lebaran, Kota Samarinda",0
Artis Irwansyah Jadi Saksi Sidang Lanjutan Wawan,0
Bea Cukai Banyuwangi Gagalkan Puluhan Ribu Rokok Ilegal Melintas ke Pulau Bali,0
"Bikin Camilan Spesial tapi Mudah dengan Resep Kroket Jamur ini, Yuk! Pasti Disuka",1
"Berakhir Hari Ini, Berikut Cara Mengisi Sensus Penduduk Online 2020 di sensus.bps.go.id",1
"Dari Sembako Hingga Laptop, Ini Donasi Bea Cukai untuk Warga Terdampak Covid-19",1
"Mengenal Ustaz Das'ad Latif, Dulu Dihina Senior karena Selalu Pakai Baju Bekas",0
Ini Pertimbangan Kemendikbud Mulai Tahun Ajaran Baru pada 13 Juli 2020,1
Presiden Minta Kementerian Terkait Pilah Usulan 245 Proyek Strategis Nasional,0
"Ada Isu Pabrik Mau Tutup, Pekerja Nissan Di Barcelona Demo Besar-besaran",0
Pelatih Persib Sebut Keuntungan Lanjutkan Liga Bisa Siapkan Indonesia di Ajang Piala Dunia U-20 2021,0
Cerita Suka Duka Perawat Pasien Covid-19 RS Kasih Ibu Surakarta,0
Jawa Barat akan Terapkan New Normal Mulai 1 Juni 2020 untuk Wilayah Zona Biru dan Hijau Covid-19,0
Pembagian Ratusan Paket Sembako TMP Ciamis Bikin Warga Terharu,1
Bea Cukai Maumere Pantau Geliat Ekspor Wilayah Flores di Tengah Pandemi,0
"Sosok Ruslan Buton, Pecatan TNI yang Ditangkap karena Bikin Surat Terbuka untuk Jokowi",0
"Arogan, Oknum Polisi Ngamuk Lalu Kabur Saat Akan Diperiksa di Cek Poin, Kapolda Jabar pun Minta Maaf",1
"Mahasiswi Makassar Terancam Hukuman Mati di Nunukan, Ini Kasus yang Menjeratnya",1
"5 Negara yang Miliki Tradisi Lebaran Super Unik, Pesta Gula Selama 3 Hari Penuh hingga Makan Biskuit",1
"Berpenampilan Layaknya Jemaah, Pria Berusia 29 Tahun Curi Handphone di Masjid Istiqlal",0
Tahun Ajaran Baru Dimulai Juli Dengan Situasi Pandemi,0
10 Maskapai Penerbangan di Dunia  yang Paling Terpukul karena Pandemi Virus Corona,1
Siap Nego Nih Motor Yamaha Scorpio Z Bekas!,1
"Sepeda Balap Murah dari United, Bekas Cuma Rp 5 Jutaan Nego!",1
"Promo HP Oppo A92 Bekas, Ram 8GB 128GB Cuma Rp 3 Jutaan Nego!",1
"Cegah Covid-19 Saat New Normal, Komisi VIII DPR Minta Pesantren Tak Terima Orang Luar",0
"Fakta Unik Niihau, Pulau Pribadi di Hawaii yang Terlarang Dikunjungi Turis",1
"Ramalan Zodiak Cinta Sabtu, 30 Mei 2020: Virgo Ahli Berpura-pura, Hubungan Pisces Tidak Aman",0
Penyekatan Arus Balik ke Jakarta,0
Ilustrator Buku Anak Lintang Pandu Pratiwi,0
Bos UFC Tolak Wacana Duel Kamaru Usman Kontra Conor McGregor,0
"Tahun Ajaran Baru Dipastikan Mulai Bulan Juli, Plt Dirjen Kemendikbud: Bedakan dengan KBM Tatap Muka",0
Jumlah Warga Jepang yang Memilih Jalan-jalan di Dalam Negeri Naik dari 40 Persen Menjadi 71 Persen,0
"Video Syur Mirip Syahrini Disebar dengan Libatkan Banyak Orang, Aisyahrani: Ini Konspirasi Lagi Hits",1
"Klaim Token Listrik Gratis PLN Login www.pln.co.id atau WA ke 08122123123, Simak Caranya di Sini!",1
"Ruben Onsu Beri Pesan Mendalam Jika Dirinya Tiada, Titip Hal Penting Ini ke Betrand Peto",1
Masjid Agung Al-Berkah Kota Bekasi Gelar Salat Jumat dengan Protokol Kesehatan,0
Presiden UFC: Sesuatu yang Besar akan Datang Bersama Mike Tyson,0
Fabiano Beltrame Rindukan Suasana Ruang Ganti Persib Bandung,0
POPULER SELEB: Kasus Video Syur Mirip Syahrini & Ruben Terancam Kehilangan Betrand Peto 3 Tahun Lagi,1
"HARI TERAKHIR Pengisian Sensus Penduduk Online 2020 via sensus.bps.go.id, Simak Tutorialnya Gampang!",1
"Liga Italia Resmi Dilanjutkan, Cristiano Ronaldo Bisa Jadi Pemain Langka",0
"Duel Berdarah Pengendara Motor dan Orang Stres, Sama-sama Pakai Senjata Tajam, Sama-sama Tewas",1
"Mana yang Harus Diutamakan, Puasa Syawal atau Utang Puasa Ramadhan? Berikut Penjelasannya",1
Ekspor Benih Lobster Bantu Perekonomian Nelayan di Masa Darurat Covid-19,0
Risma Akhirnya Terapkan 2 Skenario Besar Usir Corona Dari Surabaya,1
"Tanggapi Rencana New Normal, Bek Asing Persib Bandung Percaya Pemerintah Indonesia",0
"Puasa Syawal 6 Hari Punya Manfaat Bagi Tubuh, Emosi bahkan Bersihkan Jiwamu, Ini Ketentuan & Niatnya",1
"Ramalan Zodiak Hari Ini: Gemini Tingkatkan Konsentrasi, Libra Berpikir Kritis",0
"Setiap 1 Bayi Lahir Desa Ini Tanam 111 Pohon, Hasilnya Hutan Menakjubkan Ini",1
"Rapper Syuting Video Klip dengan 70 Model Seksi, Berujung Dibubarkan Polisi",1
5 Fakta Pasangan Transgender yang Punya Anak dari Rahim Suami,1
Mengenal Karakter Pengguna Tinder Indonesia Berdasarkan Zodiaknya,1
Foto: Mengintip Kehidupan Glamour Model Sebelum Jadi Tukang Petik Sayur,1
"Sempat Minder karena Payudara 34KK, Anasthasia Kini PD Jadi Model Lingerie",1
"Remehkan Corona, Walikota Ini Mabuk dan Pura-pura Mati Demi Hindari Polisi",1
"Foto: 10 Kenyataan Mengejutkan di Balik Foto Kece Selebgram, Bikin Ngakak",1
Aktor 73 Tahun Curhat Susahnya Homeschooling Anaknya yang Masih Remaja,0
"Kisah Wanita yang Mengira Sakit Ginjal, Masuk RS Malah Melahirkan",1
Tips Anak-anak Aman Jika Sekolah Lagi di Masa New Normal,0
Foto Perawat dan Anaknya Lepas Rindu Hanya Lewat Jendela Ini Bikin Terenyuh,1
Derita Siswa SMA yang Diserang Haters karena Mirip Aktor Park Bo Gum,0
Resep Beef Teriyaki Rumahan Seenak Restoran Jepang ala William Gozali,0
"Putri Monako Diam-diam Nikahi Pemain Akrobat, Nyaris Tak Dapat Warisan",0
"Rayakan Ultah, Yoona SNSD Tarikan Lagu BTS, EXO, NCT 127 dan SEVENTEEN",1
"Lupakan Harga Diri, Model Cantik Alih Profesi Jadi Tukang Petik Sayur",1
"Transformasi Park Jihoon, Mantan Aktor Cilik yang Dulu Imut Sekarang Manly",1
"Siap-siap New Normal, Ini Alat Pelindung Diri untuk Dipakai Pergi ke Kantor",1
Selebgram Nekat Tato Wajahnya Demi Tampil Seperti Filter di Instagram,0
5 Bahan Aktif dalam Produk Skincare yang Ampuh Menghilangkan Jerawat,1
Curhat Istri Ingin Cerai Setelah Mertua Beli Rumah Buat Jadi Tetangganya,1
Polda Kalbar Periksa 38 Pemalsu Surat Perjalanan Covid-19,0
Jejak Corona dan PSBB Surabaya Raya Sampai Masa Transisi,0
"Dua Pekan Pascalebaran, Positif Corona di DKI Melonjak Lagi",0
Trump Belum Kunjungi TKP Usai 2 Pekan Kematian George Floyd,0
Ribuan Orang Hadiri Penghormatan Terakhir Jasad George Floyd,0
India-China Pilih Damai Atasi Sengketa Perbatasan di Himalaya,0
Aturan Baru Kapasitas Penumpang Pesawat Maksimal 70 Persen,0
"Aturan Batas Penumpang Dihapus, Garuda Isi Pesawat 70 Persen",0
"Di Restoran, Kakek 80 Tahun Melepas Rindu Usai Terpisah PSBB",0
Quartararo Sanjung Petronas agar Rossi Segera Bergabung,0
Transfer Serie A: Dybala Ingin Duet dengan Messi di Barcelona,0
"Demi Werner-Havertz, Chelsea Siap Buang Kante dan Jorginho",0
"Ojol Langgar PSBB Transisi, Didenda Rp500 Ribu-Motor Diderek",0
Penjelasan Ahli RI Soal Riset Imun T Cell Helper Lawan Corona,1
Panduan Mengemudi Selama PSBB Transisi,1
VIDEO: Musisi Benny Likumahuwa Tutup Usia,1
Ucapan Duka Pesohor untuk Mendiang Benny Likumahuwa,1
Musisi Senior Benny Likumahuwa Meninggal Dunia,0
Info Corona sampai Visa Negara ASEAN di Situs VisitSEAsia,0
Garut Buka Objek Wisata Kecuali Kolam Renang & Pemandian,0
Menhub: Perjalanan ke dan dari Luar Negeri Wajib Tes PCR,0
Protokol Kesehatan Salon dan Barbershop di Masa New Normal,1
Aplikasi Berbahaya yang Mengandung Malware di Ponsel Android,1
Menhub Hapus Aturan Kapasitas Penumpang 50 Persen,0
"Benny Likumahuwa, Sosok Cemerlang di Balik The Rollies",0
'Harry Potter' Buka Suara Soal Kontroversi Kicauan JK Rowling,1
Daftar 136 Kabupaten dan Kota Zona Kuning Corona,0
Kepindahan Rossi ke Petronas Bakal Dituntaskan Bulan Depan,0
"Lion Air Kembali Terbang Mulai Besok, 10 Juni",0
8 Makanan yang Dapat Menghancurkan Lemak di Tubuh,1
Joe Biden Temui Keluarga George Floyd,0
WHO Ungkap Situasi Pandemi Corona Memburuk di Seluruh Dunia,1
VIDEO: Aksi Keluarga Jemput Paksa Jenazah Terjadi Lagi,1
"Asa Semu Ojol: Boleh Angkut Penumpang, tapi Hanya 2 Pesanan",0
Trump Ancam Hukum Pihak yang Berurusan dengan Perusahaan Iran,1
"Starter Komplet, Barcelona Bisa Pertahankan Gelar La Liga",0
VIDEO: Mencicipi Hidangan Laut Khas Nusantara,1
Cara Aman Jaga Diri dari Virus Corona Saat Kerja di Kantor,1
Tips Aman Membeli Obat dan Vitamin,1
Tips Cegah Masalah Kesehatan Kala Terlalu Lama Memakai Masker,1
Ridwan Kamil Restui Perkantoran di Zona Aman Jawa Barat Buka,0
Tarif Angkutan yang Berpotensi Naik karena New Normal,1
Edusports: Asal Usul Shoey di Dunia Balap,1
New Normal Pekerja BUMN ala Erick Thohir,1
7 Cara Ajak Anak untuk Berkebun,1
Bappenas Gelar Rapid Test Corona Bagi 2.000 Pegawai,0
Bisnis 'Palugada' Agar Keluarga Tak Merana di Tengah Pandemi,1
Kronologi Pesawat Pelita Air Tergelincir di Bandara Tolikara,1
Panduan Berkebun di Rumah,1
Rumah Ibadah Kembali Dibuka,0
Akankah Krisis Beras Terjadi?,1
"New Normal, Konsumsi BBM DKI & Jabar Merangkak Naik",0
"Waduh, Presiden Brasil Dituduh Manipulasi Data COVID-19",1
"Protokol Ketat WFO, Semua Karyawan Pertamina Wajib Rapid Test",0
Menengok Jejak Dinosaurus di Asia Tenggara,1
Wisuda Drive Thru ala Siswa di Tangerang,1
"Conor McGregor Pensiun, Khabib Nurmagomedov Posting Ini",1
"Kata Anies, Ini Syarat Diberlakukannya Ganjil-Genap Motor di Jakarta",1
"Gaji Guru Honorer Cuma Rp 200.000/Bulan, Duitnya Bisa Dipakai Apa?",1
"WHO: Pandemi Corona Memburuk, Bukan Saatnya Bersantai",0
"Ramalan Ngeri Bank Dunia: Ekonomi Resesi, Terendah Sejak Perang Dunia II",1
Ribuan Pelayat Berikan Penghormatan Terakhir untuk George Floyd,0
Mengapa Corona Masih Belum Berakhir? Ini Kata WHO,1
Miris! Gaji Guru Honorer Lebih Kecil dari Upah ART,1
Inovatif! Mahasiswi UNY Sulap Limbah Ampas Tebu Jadi Bata Tahan Gempa,1
WHO: Pandemi Covid-19 Secara Global Memburuk,0
"Marak Demo Solidaritas George Floyd, WHO Ingatkan Jaga Jarak",0
Musisi Benny Likumahuwa Meninggal Dunia,0
"PSBB Transisi Bikin Jakarta Macet dan Berjubel, Kebijakan Anies Dikritik",0
Ini Kata RS Paru Soal Sekeluarga Paksa Bawa Pulang Jenazah Tanpa Protokol COVID,1
Ketentuan Batas 50% Penumpang Angkutan Umum dan Pribadi Dihapus,0
"AKB di Lapangan Gasibu Bandung, Jumlah dan Waktu Warga Dibatasi",0
"Hal yang Harus Kamu Hindari saat Makan Siang, Termasuk Makan di Meja Kerja",1
Intip Spesifikasi Lengkap Redmi Note 9 dan Redmi Note 9 Pro,1
Penampakan Dwi Sasono yang Akan Jalani Rehabilitasi di RSKO,1
Totalitas! Emak-emak Meeting Virtual Sambil Ngulek Sambel,1
Begini Awal Mula Hubungan Qory Sandioriva dan Shah Rei Hingga Yakin Nikah,1
Ayu Tenan! Penjual Gorengan di Jogja Ini Bikin Gagal Fokus,1
"Hindari Corona, Hollywood Bakal Pakai CGI untuk Adegan Intim di Film",1
Total Pasien Positif COVID-19 di Surabaya yang Sembuh Capai 867 Orang,0
Massa Marah Memprotes Tindak Kekerasan Polisi Meksiko,0
"Viral Jenazah PDP Dijemput Paksa Warga, Polri Terbitkan Telegram",1
"Demi Kartu Kuning, Pencari Kerja di Serang Rela Antre Tanpa Jaga Jarak",1
Saat Latihan pun Umpan Messi Sudah Secantik Ini,1
Mengenang Kembali Kedekatan Benny dan Barry Likumahuwa,0
Kisah Guru Honorer di Cianjur Sambangi Rumah Siswa yang Tak Punya Gawai,1
"Corona di Thailand Mereda, Pantai-pantai Phuket Dibuka Lagi",0
"New Normal, Layanan Transportasi Online Mulai Gaspol",0
Saat Ronaldo Tidak Memilih CR7,1
"Gempa M 6 Terjadi di Buru Maluku, Tak Berpotensi Tsunami",0
Dwayne Johnson Ditantang Eks Petarung UFC Gara-gara Trump,0
"Elektabilitas Anies Turun, PAN: Tak Ada yang Bikin Pendukungnya Bangga",0
"Duka Suami di Malam Pertama, 'Istri' yang Menolak Bercinta Ternyata Pria",1
"Pria di Sukabumi 2 Kali Sembuh, Satgas COVID-19: Imunitas Alami",0
"Mengenal Bulk Store, Konsep Belanja Kebutuhan Harian Ramah Lingkungan",1
Waspadai 5 Ciri Teman Toxic yang Harus Dihindari,1
Wisata Ramah Lingkungan Bakal Jadi Tren Traveling 2020 Setelah Pandemi Berakhir,0
[QUIZ] Tebak Jenis Kepribadian Menurut Myers-Briggs yang Sangat Mencintai Lingkungan Hidup,1
Haruskah Olahraga 10 Ribu Langkah untuk Dapat Manfaat Kesehatan?,1
Kompatibilitas Kepribadian dan Ciri-ciri Zodiak Scorpio Menurut Astrologi,0
6 Zodiak Ini adalah Komunikator Terbaik dalam Hubungan Asmara,1
3 Zodiak yang Dikenal Paling Siap Sedia untuk Segala Hal,1
5 Zodiak yang dapat Menjadi Sahabat Terbaikmu,1
